personId|startDate|durationDays|countryXName|countryYName
8796093051762|1291161600000|35|Honduras|Papua_New_Guinea
15393162826154|1291161600000|35|Norway|Singapore
30786325638524|1291161600000|35|Singapore|Azerbaijan
13194139601605|1291161600000|35|Finland|Azerbaijan
24189255882303|1291161600000|35|Hong_Kong|Norway
10995116349245|1291161600000|35|Finland|Hong_Kong
71713|1291161600000|35|Hong_Kong|Estonia
26388279068526|1291161600000|35|Finland|Singapore
32985348853718|1291161600000|35|Switzerland|Singapore
26388279087967|1325376000000|30|Hong_Kong|Norway
10995116303753|1291161600000|35|Azerbaijan|Estonia
13194139563525|1291161600000|35|Finland|Papua_New_Guinea
21990232589458|1291161600000|35|Finland|Papua_New_Guinea
40588|1291161600000|35|Singapore|Papua_New_Guinea
4398046576876|1291161600000|35|Switzerland|Norway
24189255880427|1291161600000|35|Papua_New_Guinea|Singapore
17592186113989|1291161600000|35|Norway|Tajikistan
2199023325817|1291161600000|35|Tajikistan|Papua_New_Guinea
30786325580428|1325376000000|36|Honduras|Hong_Kong
30786325590266|1325376000000|36|Norway|Papua_New_Guinea
13194139551934|1325376000000|36|Honduras|Papua_New_Guinea
30786325596362|1325376000000|36|Singapore|Switzerland
4398046533132|1325376000000|36|Papua_New_Guinea|Switzerland
21990232578684|1325376000000|36|Singapore|Switzerland
17592186072822|1325376000000|36|Azerbaijan|Papua_New_Guinea
38648|1325376000000|36|Estonia|Papua_New_Guinea
8796093064695|1325376000000|36|Hong_Kong|Switzerland
28587302380399|1325376000000|36|Papua_New_Guinea|Hong_Kong
13194139582787|1306886400000|31|Estonia|Hong_Kong
24189255881171|1301616000000|30|Norway|Hong_Kong
28587302323211|1304208000000|31|Singapore|Tajikistan
24189255822856|1304208000000|31|Azerbaijan|Hong_Kong
19791209314074|1304208000000|35|Hong_Kong|Switzerland
17592186063787|1304208000000|31|Estonia|Honduras
13194139558360|1304208000000|31|Rwanda|Hong_Kong
30786325610086|1304208000000|31|Papua_New_Guinea|Switzerland
2199023304286|1304208000000|31|Singapore|Honduras
32985348904523|1304208000000|40|Finland|Papua_New_Guinea
17592186094144|1306886400000|82|Papua_New_Guinea|Finland
28587302391124|1306886400000|30|Papua_New_Guinea|Finland
30786325602200|1306886400000|33|Switzerland|Hong_Kong
4398046541731|1304208000000|30|Azerbaijan|Papua_New_Guinea
10995116294458|1298937600000|33|Honduras|Switzerland
19791209321935|1298937600000|33|Papua_New_Guinea|Azerbaijan
26388279095018|1298937600000|33|Singapore|Papua_New_Guinea
17592186074318|1298937600000|33|Tajikistan|Honduras
37872|1298937600000|33|Azerbaijan|Rwanda
28587302367099|1291161600000|51|Rwanda|Tajikistan
10995116324551|1298937600000|33|Azerbaijan|Finland
47431|1298937600000|52|Hong_Kong|Rwanda
10995116339657|1306886400000|30|Azerbaijan|Honduras
15393162790005|1291161600000|30|Finland|Papua_New_Guinea
10995116281397|1291161600000|30|Switzerland|Singapore
32985348843579|1291161600000|30|Papua_New_Guinea|Azerbaijan
19791209312754|1291161600000|30|Papua_New_Guinea|Norway
32985348847356|1291161600000|30|Estonia|Azerbaijan
13194139551742|1291161600000|30|Hong_Kong|Singapore
24189255834589|1291161600000|45|Papua_New_Guinea|Singapore
13194139565206|1291161600000|30|Honduras|Finland
13194139565756|1291161600000|30|Singapore|Hong_Kong
38836|1291161600000|30|Singapore|Tajikistan
13194139576331|1291161600000|30|Hong_Kong|Estonia
15393162836997|1291161600000|31|Norway|Switzerland
49638|1291161600000|30|Singapore|Azerbaijan
15393162842220|1291161600000|30|Finland|Papua_New_Guinea
8796093057199|1298937600000|47|Rwanda|Singapore
26388279133535|1298937600000|28|Singapore|Azerbaijan
28587302325551|1298937600000|30|Azerbaijan|Switzerland
10995116323481|1304208000000|48|Papua_New_Guinea|Azerbaijan
28587302325579|1306886400000|31|Switzerland|Norway
4398046532388|1306886400000|29|Rwanda|Singapore
4398046541190|1306886400000|29|Norway|Tajikistan
17592186075447|1306886400000|50|Singapore|Azerbaijan
19791209335124|1306886400000|29|Estonia|Finland
17592186111569|1306886400000|33|Azerbaijan|Norway
15393162814924|1304208000000|30|Azerbaijan|Norway
15393162851223|1304208000000|30|Azerbaijan|Hong_Kong
17592186092080|1291161600000|28|Estonia|Azerbaijan
68073|1298937600000|34|Singapore|Estonia
28587302361625|1298937600000|44|Singapore|Rwanda
8796093047163|1304208000000|29|Switzerland|Rwanda
30786325590703|1306886400000|30|Finland|Rwanda
29571|1298937600000|46|Azerbaijan|Singapore
19791209361790|1298937600000|34|Hong_Kong|Finland
15393162816508|1306886400000|29|Switzerland|Tajikistan
26388279076886|1298937600000|28|Switzerland|Estonia
10995116306978|1298937600000|28|Hong_Kong|Estonia
17592186078583|1298937600000|28|Rwanda|Tajikistan
15393162837488|1298937600000|28|Norway|Hong_Kong
6597069829078|1298937600000|28|Tajikistan|Switzerland
21990232619971|1298937600000|28|Norway|Switzerland
13194139605451|1298937600000|28|Tajikistan|Azerbaijan
10995116287048|1306886400000|81|Papua_New_Guinea|Hong_Kong
2163|1291161600000|34|Finland|Tajikistan
10995116279349|1304208000000|30|Azerbaijan|Papua_New_Guinea
28587302331096|1304208000000|30|Estonia|Singapore
32985348842942|1304208000000|30|Rwanda|Norway
19791209315948|1304208000000|30|Tajikistan|Papua_New_Guinea
17592186083059|1304208000000|30|Azerbaijan|Papua_New_Guinea
6597069807047|1304208000000|30|Finland|Honduras
26388279108314|1304208000000|30|Papua_New_Guinea|Switzerland
17592186089535|1304208000000|30|Azerbaijan|Honduras
26388279121644|1304208000000|30|Azerbaijan|Estonia
8796093048586|1306886400000|33|Tajikistan|Papua_New_Guinea
10995116305561|1306886400000|31|Honduras|Papua_New_Guinea
15393162840542|1306886400000|31|Azerbaijan|Switzerland
2199023265744|1306886400000|28|Papua_New_Guinea|Singapore
512|1306886400000|29|Estonia|Switzerland
19791209302013|1306886400000|29|Hong_Kong|Estonia
28587302325040|1306886400000|29|Switzerland|Singapore
32985348863777|1306886400000|29|Estonia|Tajikistan
30786325617459|1306886400000|29|Estonia|Papua_New_Guinea
54766|1306886400000|29|Singapore|Estonia
30786325580251|1306886400000|33|Papua_New_Guinea|Honduras
13194139539021|1306886400000|33|Tajikistan|Azerbaijan
32985348845655|1306886400000|33|Singapore|Azerbaijan
8796093046998|1306886400000|33|Honduras|Switzerland
2199023282263|1306886400000|46|Switzerland|Norway
6597069803698|1306886400000|33|Hong_Kong|Finland
2199023318667|1306886400000|33|Rwanda|Hong_Kong
4398046511442|1306886400000|29|Azerbaijan|Switzerland
30786325641156|1306886400000|30|Rwanda|Papua_New_Guinea
19791209358236|1291161600000|28|Honduras|Azerbaijan
8796093026549|1306886400000|29|Finland|Estonia
28587302334286|1306886400000|29|Papua_New_Guinea|Norway
19791209313251|1306886400000|29|Norway|Finland
28150|1306886400000|29|Hong_Kong|Singapore
26388279105356|1306886400000|29|Papua_New_Guinea|Honduras
13194139594789|1298937600000|29|Estonia|Hong_Kong
8796093026718|1291161600000|31|Finland|Papua_New_Guinea
28587302332049|1291161600000|71|Rwanda|Tajikistan
10995116288363|1291161600000|31|Rwanda|Papua_New_Guinea
2199023319996|1304208000000|29|Honduras|Finland
